ticket_text,category,priority
Urgent: How do I change my email address associated with this account? ASAP.,Account,Medium
"Help! I returned the item last week, when will the refund hit my account? ASAP.",Refund,Medium
"Hi support, My account has been hacked! Someone changed my password and email. Lock it immediately! Thanks.",Account,High
Urgent: The color of the product I received doesn't match the website. Please help.,Product Issue,Medium
Urgent: The application crashes immediately upon opening. I cannot work at all.,Technical Issue,High
Help! How do I update my profile picture? ASAP.,Account,Low
Help! Where can I find my account ID? Waiting for your reply.,Account,Low
"Hello, How do I add a new credit card to my account? Waiting for your reply.",Payment,Medium
One of the features is not working as described in the manual. Thanks.,Product Issue,Medium
"Hello, My card is being declined even though it has sufficient funds. I need to buy this now. Thanks.",Payment,High
Urgent: I want to delete my account. Please guide me through the process. Thanks.,Account,Medium
"Hi support, My credit card was charged but the service is not active. I need a refund right now.",Billing,High
Where can I find my account ID? Thanks.,Account,Low
"Hello, The packaging was a bit dented, but the product is fine. ASAP.",Product Issue,Low
Help! Just wondering when the next billing cycle starts. Thanks.,Billing,Low
Help! Do you ship internationally? Thanks.,Shipping,Low
Do you accept cryptocurrency?,Payment,Low
Is there a dark mode available for the app? Thanks.,Technical Issue,Low
"Hi support, One of the features is not working as described in the manual. Thanks.",Product Issue,Medium
Help! When will my order be shipped? Please help.,Shipping,Low
"Hi support, The entire system is down! None of my team can log in. This is critical! Waiting for your reply.",Technical Issue,High
"Hello, When can I expect my refund to be processed? ASAP.",Refund,Medium
The product was completely broken and I need my money back immediately. Waiting for your reply.,Refund,High
How much is the expedited shipping fee? ASAP.,Shipping,Medium
Help! I can't export my reports to PDF. It just hangs. Thanks.,Technical Issue,Medium
"Hi support, How do I become an affiliate partner? Thanks.",General Inquiry,Medium
"Hi support, There is an unauthorized charge on my bill. I need this resolved ASAP. ASAP.",Billing,High
"Hi support, I'm getting a 500 Internal Server Error every time I try to save my work. I'm losing data! ASAP.",Technical Issue,High
My order is 2 weeks late and I need the items for an event tomorrow. Waiting for your reply.,Shipping,High
I didn't receive my invoice for this month. Please help.,Billing,Medium
"Hi support, Is there a dark mode available for the app? Thanks.",Technical Issue,Low
"Hello, Your system is violating GDPR and I need an urgent explanation. ASAP.",General Inquiry,High
"Hi support, The product was completely broken and I need my money back immediately. ASAP.",Refund,High
"Hi support, I cannot log in at all. I've tried resetting my password 5 times and it's not working. Thanks.",Account,High
"Hello, What currencies do you support for payments? Thanks.",Payment,Low
Help! How do I become an affiliate partner? Please help.,General Inquiry,Medium
"Hello, What courier do you use for standard shipping?",Shipping,Low
Urgent: I was charged twice for my subscription and my account is now overdrawn. Please fix this immediately! Thanks.,Billing,High
Do you ship internationally? Waiting for your reply.,Shipping,Low
Help! I can't export my reports to PDF. It just hangs.,Technical Issue,Medium
When can I expect my refund to be processed?,Refund,Medium
Help! I need to merge two duplicate accounts. Please help.,Account,Medium
Urgent: What are your office hours? Please help.,General Inquiry,Low
"Hi support, The battery life on this device is much shorter than advertised. ASAP.",Product Issue,Medium
"Hi support, I was charged twice for my subscription and my account is now overdrawn. Please fix this immediately! Waiting for your reply.",Billing,High
Urgent: I have a question about my latest invoice. Can someone explain the charges?,Billing,Medium
Urgent: What currencies do you support for payments? Thanks.,Payment,Low
Is there a way to customize the color of the app interface?,Product Issue,Low
Urgent: The application crashes immediately upon opening. I cannot work at all. Thanks.,Technical Issue,High
"Hi support, How do I update my profile picture? Thanks.",Account,Low
Help! My credit card was charged but the service is not active. I need a refund right now. Thanks.,Billing,High
"Hello, What is your refund policy? Thanks.",Refund,Low
Urgent: I cannot log in at all. I've tried resetting my password 5 times and it's not working. ASAP.,Account,High
"Hi support, How do I become an affiliate partner? Waiting for your reply.",General Inquiry,Medium
"Hi support, How do I update my profile picture? Thanks.",Account,Low
Urgent: I can't export my reports to PDF. It just hangs. Waiting for your reply.,Technical Issue,Medium
My tracking number hasn't updated in 3 days. Waiting for your reply.,Shipping,Medium
Do you ship internationally? Thanks.,Shipping,Low
Urgent: Where can I read your blog? Thanks.,General Inquiry,Low
I want to delete my account. Please guide me through the process. Waiting for your reply.,Account,Medium
Help! I'm getting a 500 Internal Server Error every time I try to save my work. I'm losing data!,Technical Issue,High
Help! My account was suspended without any notice. I need access restored now. Thanks.,Account,High
When can I expect my refund to be processed? Please help.,Refund,Medium
Urgent: My credit card was charged but the service is not active. I need a refund right now. Waiting for your reply.,Billing,High
"Hi support, My order is 2 weeks late and I need the items for an event tomorrow. Thanks.",Shipping,High
Can I change the shipping address for my current order? Thanks.,Shipping,Medium
Do you offer refunds for digital products?,Refund,Low
I want to delete my account. Please guide me through the process.,Account,Medium
"Hello, The battery life on this device is much shorter than advertised. Please help.",Product Issue,Medium
Help! Can I change the shipping address for my current order?,Shipping,Medium
One of the features is not working as described in the manual. Please help.,Product Issue,Medium
"Hi support, Where can I find my account ID? Waiting for your reply.",Account,Low
Urgent: Do you have a mobile app? Please help.,General Inquiry,Low
Urgent: Just wondering when the next billing cycle starts. ASAP.,Billing,Low
Urgent: What courier do you use for standard shipping? Waiting for your reply.,Shipping,Low
"Hi support, Can I get a demo of the enterprise features? Waiting for your reply.",General Inquiry,Medium
"Hi support, The shipping address was wrong and it's going to the wrong state. Stop the shipment! Waiting for your reply.",Shipping,High
The color of the product I received doesn't match the website. Thanks.,Product Issue,Medium
Help! How do I change my email address associated with this account? Please help.,Account,Medium
Urgent: I cannot complete the checkout process. The payment gateway is timing out. Waiting for your reply.,Payment,High
Help! Is there a dark mode available for the app? Waiting for your reply.,Technical Issue,Low
Help! Can I pay via PayPal instead of credit card? ASAP.,Payment,Medium
"Hi support, My payment is pending. How long does it usually take to clear? Waiting for your reply.",Payment,Medium
Is there a way to customize the color of the app interface? Waiting for your reply.,Product Issue,Low
